DISTCD,STATNAME,DISTNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCHTOT,SCH1G,SCH2G,SCH3G,SCH4G,SCH5G,SCH6G,SCH7G,SCH9G,SCHTOTG,SCH1P,SCH2P,SCH3P,SCH4P,SCH5P,SCH6P,SCH7P,SCH9P,SCHTOTP,SCH1M,SCH2M,SCH3M,SCH4M,SCH5M,SCH6M,SCH7M,SCH9M,SCHTOTM,SCH1GR,SCH2GR,SCH3GR,SCH4GR,SCH5GR,SCH6GR,SCH7GR,SCH9GR,SCHTOTGR,SCH1GA,SCH2GA,SCH3GA,SCH4GA,SCH5GA,SCH6GA,SCH7GA,SCH9GA,SCHTOTGA,SCH1PR,SCH2PR,SCH3PR,SCH4PR,SCH5PR,SCH6PR,SCH7PR,SCH9PR,SCHTOTPR,SCHBOY1,SCHBOY2,SCHBOY3,SCHBOY4,SCHBOY5,SCHBOY6,SCHBOY7,SCHBOY9,SCHBOYTOT,SCHGIR1,SCHGIR2,SCHGIR3,SCHGIR4,SCHGIR5,SCHGIR6,SCHGIR7,SCHGIR9,SCHGIRTOT,ENR1,ENR2,ENR3,ENR4,ENR5,ENR6,ENR7,ENR9,ENRTOT,ENR1G,ENR2G,ENR3G,ENR4G,ENR5G,ENR6G,ENR7G,ENR9G,ENRTOTG,ENR1P,ENR2P,ENR3P,ENR4P,ENR5P,ENR6P,ENR7P,ENR9P,ENRTOTP,ENR1M,ENR2M,ENR3M,ENR4M,ENR5M,ENR6M,ENR7M,ENR9M,ENRTOTM,ENR1GR,ENR2GR,ENR3GR,ENR4GR,ENR5GR,ENR6GR,ENR7GR,ENR9GR,ENRTOTGR,ENR1PR,ENR2PR,ENR3PR,ENR4PR,ENR5PR,ENR6PR,ENR7PR,ENR9PR,ENRTOTPR,TCH1G,TCH2G,TCH3G,TCH4G,TCH5G,TCH6G,TCH7G,TCH9G,TCHTOTG,TCH1P,TCH2P,TCH3P,TCH4P,TCH5P,TCH6P,TCH7P,TCH9P,TCHTOTP,TCH1M,TCH2M,TCH3M,TCH4M,TCH5M,TCH6M,TCH7M,TCH9M,TCHTOTM,SCLS1,SCLS2,SCLS3,SCLS4,SCLS5,SCLS6,SCLS7,SCLSTOT,STCH1,STCH2,STCH3,STCH4,STCH5,STCH6,STCH7,STCHTOT,ROAD1,ROAD2,ROAD3,ROAD4,ROAD5,ROAD6,ROAD7,ROADTOT,SPLAY1,SPLAY2,SPLAY3,SPLAY4,SPLAY5,SPLAY6,SPLAY7,SPLAYTOT,SBNDR1,SBNDR2,SBNDR3,SBNDR4,SBNDR5,SBNDR6,SBNDR7,SBNDRTOT,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL4,SGTOIL5,SGTOIL6,SGTOIL7,SGTOILTOT,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL4,SBTOIL5,SBTOIL6,SBTOIL7,SBTOILTOT,SWAT1,SWAT2,SWAT3,SWAT4,SWAT5,SWAT6,SWAT7,SWATTOT,SELE1,SELE2,SELE3,SELE4,SELE5,SELE6,SELE7,SELETOT,SCOMP1,SCOMP2,SCOMP3,SCOMP4,SCOMP5,SCOMP6,SCOMP7,SCOMPTOT,SRAM1,SRAM2,SRAM3,SRAM4,SRAM5,SRAM6,SRAM7,SRAMTOT,SRAMN1,SRAMN2,SRAMN3,SRAMN4,SRAMN5,SRAMN6,SRAMN7,SRAMNTOT,ESTD1,ESTD2,ESTD3,ESTD4,ESTD5,ESTD6,ESTD7,ESTDTOT,MDM1,MDM2,MDM3,MDM4,MDM5,MDM6,MDM7,MDMTOT,KIT1,KIT2,KIT3,KIT4,KIT5,KIT6,KIT7,KITTOT,KITS1,KITS2,KITS3,KITS4,KITS5,KITS6,KITS7,KITSTOT,ENR501,ENR502,ENR503,ENR504,ENR505,ENR506,ENR507,ENR509,ENR50TOT,SMC1,SMC2,SMC3,SMC4,SMC5,SMC6,SMC7,SMCTOT,CLS1,CLS2,CLS3,CLS4,CLS5,CLS6,CLS7,CLSTOT,TCH1,TCH2,TCH3,TCH4,TCH5,TCH6,TCH7,TCHTOT,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHFTOT,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,ENRG1,ENRG2,ENRG3,ENRG4,ENRG5,ENRG6,ENRG7,ENRGTOT,PREP,PRESTD,PPFTCH,PPMTCH,PMTCH,PFTCH,TCHSCM1,TCHSCM2,TCHSCM3,TCHSCM4,TCHSCM5,TCHSCM6,TCHSCM7,TCHSCF1,TCHSCF2,TCHSCF3,TCHSCF4,TCHSCF5,TCHSCF6,TCHSCF7,TCHSTM1,TCHSTM2,TCHSTM3,TCHSTM4,TCHSTM5,TCHSTM6,TCHSTM7,TCHSTF1,TCHSTF2,TCHSTF3,TCHSTF4,TCHSTF5,TCHSTF6,TCHSTF7,TCHOBCM1,TCHOBCM2,TCHOBCM3,TCHOBCM4,TCHOBCM5,TCHOBCM6,TCHOBCM7,TCHOBCF1,TCHOBCF2,TCHOBCF3,TCHOBCF4,TCHOBCF5,TCHOBCF6,TCHOBCF7,TCH_TRNRM1,TCH_TRNRM2,TCH_TRNRM3,TCH_TRNRM4,TCH_TRNRM5,TCH_TRNRM6,TCH_TRNRM7,TCH_TRNRF1,TCH_TRNRF2,TCH_TRNRF3,TCH_TRNRF4,TCH_TRNRF5,TCH_TRNRF6,TCH_TRNRF7,PGRMTCH,PGRFTCH,GRMTCH,GRFTCH,PGCMTCH,PGCFTCH,PCMTCH,PCFTCH
111,JAMMU & KASHMIR,PUNCH,1,11,187,96,476820,8.1,84111.05,27.97,890,0.12,36.93,68.69,54.8,81.04,1674,62904,35419,1040,534,10,6,6,100,4,0,1700,929,451,2,6,6,80,4,0,1478,111,83,8,0,0,20,0,0,222,0,0,0,0,0,0,0,0,0,910,438,2,6,6,80,4,0,1446,929,451,2,6,6,80,4,0,1478,103,77,6,0,0,12,0,0,198,1040,533,10,1,6,98,4,0,1692,1040,532,10,6,6,100,3,0,1697,28442,43414,3838,351,585,15574,278,0,92482,23620,34010,121,351,585,8700,278,0,67665,4822,9404,3717,0,0,6874,0,0,24817,0,0,0,0,0,0,0,0,0,23330,33255,121,351,585,8700,278,0,66620,4436,8881,2320,0,0,3124,0,0,18761,2031,2589,44,37,115,921,55,0,5792,422,585,177,0,0,197,0,0,1381,0,0,0,0,0,0,0,0,0,110,0,0,0,1,1,0,112,110,1,0,0,0,0,0,111,537,348,10,6,6,70,4,981,110,170,9,2,4,65,3,363,94,85,6,3,2,38,4,232,758,456,10,6,6,91,3,1330,973,521,10,1,6,97,4,1612,727,411,10,6,6,84,4,1248,69,76,10,2,6,98,4,265,26,71,10,1,6,39,3,156,19,27,0,0,0,16,0,62,28,37,0,0,0,22,1,88,733,63,1,5,0,5,0,807,929,451,2,6,6,80,4,1478,489,316,2,3,6,60,3,879,923,450,2,6,6,80,4,1471,960,141,0,3,1,5,1,17,1111,929,451,2,6,6,80,4,1478,2644,2691,152,20,32,704,24,6267,2453,3174,221,37,115,1118,55,7173,1011,1120,111,36,20,362,22,2682,1442,2054,110,1,95,756,33,13864,20818,1528,311,236,7247,78,44082,230,7717,403,400,701,680,13,22,2,0,2,5,2,9,22,0,0,0,5,0,483,538,17,0,25,213,2,217,180,1,4,3,41,0,127,167,1,0,11,67,0,44,31,0,0,2,14,0,289,395,0,0,9,147,0,218,180,0,6,0,59,0,2160,1165,3387,1746,203,157,403,256
112,JAMMU & KASHMIR,RAJAURI,1,15,390,120,619266,7.09,118527.51,28.14,863,7.5,36.24,68.54,57.2,78.38,2630,80160,46747,1127,638,41,6,12,163,4,0,1991,1000,558,13,6,10,112,4,0,1703,127,80,28,0,2,51,0,0,288,0,0,0,0,0,0,0,0,0,980,544,11,5,10,109,4,0,1663,1000,558,13,6,10,112,4,0,1703,112,72,15,0,1,41,0,0,241,1124,635,40,1,12,163,3,0,1978,1127,634,41,5,11,163,4,0,1985,32473,50458,12933,222,893,23798,151,0,120928,24271,40621,1779,222,508,11109,151,0,78661,8202,9837,11154,0,385,12689,0,0,42267,0,0,0,0,0,0,0,0,0,23896,39371,1345,205,508,10663,151,0,76139,6750,8478,6091,0,45,8639,0,0,30003,2023,2986,248,32,171,1196,46,0,6702,714,691,502,0,16,670,0,0,2593,0,0,0,0,0,0,0,0,0,194,23,1,0,1,2,0,221,158,1,0,0,0,0,0,159,667,439,31,4,11,124,4,1280,288,325,39,2,10,142,4,810,102,111,29,0,8,62,0,312,1099,625,41,5,11,163,4,1948,1120,634,40,1,12,163,3,1973,1024,585,41,6,12,158,3,1829,149,155,40,4,12,124,2,486,67,117,34,0,11,98,3,330,37,55,10,0,9,55,3,169,67,86,15,0,9,65,3,245,770,96,7,5,1,11,0,890,999,554,11,6,9,112,4,1695,603,467,11,2,8,97,4,1192,984,553,11,6,9,112,4,1679,1025,194,1,6,8,21,3,22,1258,999,556,12,6,10,112,4,1699,2976,3271,423,20,41,1109,15,7855,2737,3677,750,32,187,1866,46,9295,1207,1509,323,31,48,719,29,3866,1530,2168,427,1,139,1147,17,15764,24601,5675,205,315,10618,98,57276,685,13495,449,543,1348,1245,77,137,23,0,13,67,2,64,75,5,1,1,27,0,497,551,55,0,19,200,3,190,168,18,5,5,48,3,80,144,10,0,7,98,0,60,62,12,5,2,38,0,170,278,2,0,0,62,0,124,181,0,0,0,41,0,2093,1508,3953,2515,56,80,128,106
113,JAMMU & KASHMIR,JAMMU,1,14,870,124,1526406,49.65,159814.71,12.48,871,24.71,4.52,83.98,77.41,89.77,2342,119899,77283,1103,684,174,1,14,451,7,0,2434,948,391,17,1,14,157,7,0,1535,155,293,157,0,0,294,0,0,899,0,0,0,0,0,0,0,0,0,866,344,8,0,11,133,7,0,1369,948,391,17,1,14,157,7,0,1535,104,206,73,0,0,162,0,0,545,1089,676,171,1,14,444,7,0,2402,1094,676,174,1,14,448,6,0,2413,21129,50749,69335,88,573,64472,415,0,206761,14889,23765,7146,88,573,14356,415,0,61232,6240,26984,62189,0,0,50116,0,0,145529,0,0,0,0,0,0,0,0,0,12491,18392,2007,0,398,10586,415,0,44289,3940,18264,28773,0,0,27669,0,0,78646,1985,2472,638,9,413,2269,92,0,7878,985,3051,4051,0,0,4580,0,0,12667,0,0,0,0,0,0,0,0,0,144,0,1,0,2,0,0,147,171,0,0,0,0,0,0,171,941,642,172,1,13,440,7,2216,605,544,166,0,12,408,6,1741,550,576,174,1,13,426,5,1745,1034,668,173,1,14,445,6,2341,1059,675,170,1,14,444,7,2370,1057,679,174,1,14,450,7,2382,485,500,173,0,14,429,4,1605,106,284,167,0,10,338,3,908,129,117,13,0,5,76,2,342,157,141,15,0,6,85,2,406,613,129,18,0,2,33,0,795,948,390,10,1,14,154,7,1524,796,378,9,1,12,152,6,1354,926,390,10,1,14,154,7,1502,1040,272,12,0,12,68,3,49,1407,866,377,13,1,13,146,6,1422,2999,4969,3380,15,78,4692,45,16178,2970,5523,4689,9,413,6849,92,20545,1924,3783,3453,4,199,4901,66,14330,1046,1740,1236,5,214,1948,26,10002,23194,30103,87,221,28425,139,92171,1545,43435,4232,1272,2901,9766,233,299,64,0,11,253,6,268,512,109,0,14,394,8,124,97,8,0,2,59,1,77,104,25,0,2,74,3,46,96,32,0,2,93,0,102,163,75,0,3,172,5,52,74,0,0,0,73,0,45,84,2,0,0,69,0,1937,3303,3188,4367,44,130,126,197
114,JAMMU & KASHMIR,KATHUA,1,12,498,98,615711,14.38,80165.57,20.38,877,22.91,8.65,73.5,64.56,81.4,2502,60718,38592,988,498,70,4,9,186,2,0,1757,902,386,15,4,9,108,2,0,1426,86,112,55,0,0,78,0,0,331,0,0,0,0,0,0,0,0,0,872,366,14,3,9,101,2,0,1367,902,386,15,4,9,108,2,0,1426,74,104,35,0,0,55,0,0,268,956,481,70,0,9,180,2,0,1698,984,484,70,4,9,186,2,0,1739,20514,33512,14810,199,472,23159,135,0,92801,17275,23800,1848,199,472,10101,135,0,53830,3239,9712,12962,0,0,13058,0,0,38971,0,0,0,0,0,0,0,0,0,16542,22176,1462,142,472,9033,135,0,49962,2876,9191,7413,0,0,9737,0,0,29217,1734,2208,347,22,208,1254,23,0,5796,501,971,867,0,0,1005,0,0,3344,0,0,0,0,0,0,0,0,0,180,2,1,0,1,2,0,186,224,0,0,0,0,0,0,224,689,393,69,4,8,154,0,1317,367,309,68,1,9,168,1,923,298,279,66,3,8,139,0,793,977,481,70,4,9,186,2,1729,950,480,70,0,9,180,2,1691,986,498,70,4,9,186,2,1755,177,269,70,4,8,165,0,693,22,89,59,1,7,81,1,260,150,238,16,0,4,92,2,502,163,250,16,0,5,95,2,531,576,72,11,4,0,22,0,685,902,386,13,4,8,107,2,1422,805,375,12,1,7,107,2,1309,902,386,13,4,8,107,2,1422,949,192,9,3,6,32,1,17,1192,902,386,14,4,8,108,2,1424,2448,2955,911,11,42,1512,10,7889,2235,3179,1214,22,208,2259,23,9140,1117,1672,676,22,77,1150,1,4715,1118,1507,538,0,131,1109,22,10129,15508,6063,199,167,9876,60,42002,623,14209,968,488,1033,2311,151,145,58,0,17,89,0,102,128,48,0,9,63,0,119,120,16,0,14,95,11,38,54,7,2,1,16,1,69,83,30,0,6,67,0,79,102,54,1,4,72,0,31,10,0,0,0,5,0,22,22,0,0,0,6,0,1930,1723,3058,2138,159,190,334,266
115,JAMMU & KASHMIR,SHOPIAN,1,4,253,32,265960,5.62,40266.34,25.85,951,0.02,8.2,62.49,52.77,71.86,312,27658,18102,342,210,3,4,2,70,13,0,644,314,143,0,4,1,23,13,0,498,28,67,3,0,1,47,0,0,146,0,0,0,0,0,0,0,0,0,307,143,0,1,1,22,13,0,487,314,143,0,4,1,23,13,0,498,28,62,1,0,1,44,0,0,136,337,209,3,3,2,70,13,0,637,341,210,3,4,1,70,13,0,642,7417,16807,1619,69,263,10419,511,0,37105,5917,8577,0,69,53,1774,511,0,16901,1500,8230,1619,0,210,8645,0,0,20204,0,0,0,0,0,0,0,0,0,5857,8577,0,0,53,1730,511,0,16728,1500,7670,41,0,210,7679,0,0,17100,684,856,0,27,12,284,152,0,2015,184,686,80,0,13,720,0,0,1683,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,24,24,0,0,0,0,0,0,24,322,206,3,4,2,69,13,619,71,112,3,3,2,61,8,260,92,131,3,3,2,58,8,297,341,210,3,4,1,70,13,642,337,209,3,3,2,70,13,637,342,210,3,4,2,70,13,644,52,73,3,1,2,53,11,195,14,65,3,0,2,51,2,137,27,40,0,1,0,13,2,83,76,76,0,1,0,26,6,185,259,48,1,1,0,8,0,317,314,143,0,4,1,23,13,498,183,134,0,1,1,23,11,353,232,139,0,4,1,23,13,412,317,71,1,4,0,4,9,11,406,314,143,0,4,0,23,13,497,1132,1665,63,14,7,772,71,3724,868,1542,80,27,25,1004,152,3698,267,415,12,17,2,185,19,917,601,1127,68,10,23,819,133,3892,8289,712,55,21,4881,257,18107,530,8328,223,557,1248,435,3,7,0,0,0,1,1,0,2,0,0,0,0,0,28,36,0,1,0,9,6,8,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,3,0,14,2,26,20,0,0,0,4,0,843,254,1357,414,116,51,176,68
116,JAMMU & KASHMIR,BANDIPORA,1,5,204,40,385099,16.89,60306.5,26.31,911,0.1,19.22,57.82,46.24,68.41,345,43682,28361,395,379,5,8,0,40,26,0,853,382,330,3,8,0,22,26,0,771,13,49,2,0,0,18,0,0,82,0,0,0,0,0,0,0,0,0,339,302,2,6,0,22,22,0,693,382,330,3,8,0,22,26,0,771,13,36,1,0,0,10,0,0,60,394,375,5,4,0,40,22,0,840,395,377,5,6,0,40,25,0,848,10999,29072,825,411,0,5532,784,0,47623,10323,21616,314,411,0,1550,784,0,34998,676,7456,511,0,0,3982,0,0,12625,0,0,0,0,0,0,0,0,0,9352,19767,110,304,0,1550,631,0,31714,676,5128,264,0,0,2296,0,0,8364,790,1773,57,57,0,230,349,0,3256,81,547,29,0,0,280,0,0,937,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,42,9,0,0,0,0,0,0,9,361,365,5,7,0,40,26,804,69,156,5,7,0,29,15,281,55,107,4,4,0,19,16,205,395,377,5,6,0,39,25,847,394,375,5,4,0,40,22,840,395,379,5,8,0,40,26,853,13,34,5,4,0,22,25,103,8,52,4,2,0,20,13,99,14,46,3,4,0,10,12,89,56,105,4,6,0,17,18,206,331,137,0,4,0,8,0,480,382,330,2,8,0,22,26,770,85,184,2,8,0,13,22,314,329,305,2,8,0,22,26,692,348,143,1,4,0,7,19,16,522,382,330,2,8,0,22,26,770,1068,2157,45,51,0,355,137,3813,871,2320,86,57,0,510,349,4193,255,663,13,38,0,135,83,1187,616,1657,73,19,0,375,266,5807,13956,280,247,0,2478,439,23207,697,7471,192,218,536,401,2,20,7,0,0,9,5,1,6,0,0,0,1,0,151,352,13,0,0,46,42,41,91,0,9,0,9,9,94,168,8,2,0,22,19,26,38,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,441,2112,650,154,101,358,136
117,JAMMU & KASHMIR,KISHTWAR,1,7,163,56,231037,6.42,39114.56,21.06,917,6.2,16.54,58.54,44.13,71.75,1644,28895,17490,498,321,4,5,4,68,0,0,900,431,296,3,5,4,59,0,0,798,67,25,1,0,0,9,0,0,102,0,0,0,0,0,0,0,0,0,418,282,2,5,4,58,0,0,769,431,296,3,5,4,59,0,0,798,62,16,1,0,0,4,0,0,83,497,320,4,1,4,68,0,0,894,497,319,4,5,4,68,0,0,897,11835,20062,1177,198,42,7125,0,0,40439,9351,16001,699,198,42,4305,0,0,30596,2484,4061,478,0,0,2820,0,0,9843,0,0,0,0,0,0,0,0,0,9176,15343,124,198,42,4259,0,0,29142,2169,2851,478,0,0,1777,0,0,7275,887,1388,54,30,69,505,0,0,2933,361,301,26,0,0,195,0,0,883,0,0,0,0,0,0,0,0,0,50,10,2,0,0,1,0,63,38,2,0,0,0,0,0,40,344,225,4,5,2,52,0,632,56,54,1,0,1,24,0,136,89,63,2,1,2,18,0,175,391,293,4,5,4,68,0,765,480,317,4,1,4,68,0,874,479,309,4,5,4,66,0,867,39,44,3,1,4,34,0,125,22,38,4,0,3,24,0,91,13,37,2,0,4,29,0,85,56,66,2,1,4,30,0,159,417,108,0,5,0,1,0,531,431,296,2,1,4,59,0,793,206,196,1,1,0,38,0,442,425,296,2,1,4,59,0,787,464,160,1,4,4,16,0,9,649,431,296,3,5,4,59,0,798,1292,1220,42,18,7,370,0,2949,1248,1689,80,30,69,700,0,3816,462,636,28,29,29,299,0,1483,786,1053,52,1,40,401,0,5739,9309,473,173,28,3253,0,18975,467,4833,154,110,425,458,48,45,7,0,4,26,0,24,18,0,0,0,10,0,38,46,2,0,0,23,0,8,22,1,0,0,5,0,17,9,4,0,1,14,0,4,7,1,0,1,0,0,90,112,0,0,0,62,0,40,50,0,0,0,30,0,592,399,1530,766,70,142,378,259
118,JAMMU & KASHMIR,RAMBAN,1,6,139,48,283313,4.16,54736.07,31.81,901,4.91,14.02,56.9,40.04,71.97,1329,41135,23362,570,283,3,4,4,79,1,0,944,508,248,3,4,4,67,1,0,835,62,35,0,0,0,12,0,0,109,0,0,0,0,0,0,0,0,0,500,241,3,4,4,64,1,0,817,508,248,3,4,4,67,1,0,835,57,30,0,0,0,7,0,0,94,567,282,3,0,3,76,1,0,932,570,281,3,4,4,79,1,0,942,18832,27013,298,265,114,11002,45,0,57569,15942,22791,298,265,114,7857,45,0,47312,2890,4222,0,0,0,3145,0,0,10257,0,0,0,0,0,0,0,0,0,15824,22116,298,265,114,7469,45,0,46131,2639,3457,0,0,0,1888,0,0,7984,1021,1258,56,31,55,630,12,0,3063,300,337,0,0,0,224,0,0,861,0,0,0,0,0,0,0,0,0,111,0,0,0,0,1,0,112,68,4,0,0,0,0,0,72,331,197,2,4,4,59,1,598,74,108,3,0,3,53,1,242,25,32,0,0,2,19,0,78,570,281,3,4,4,79,1,942,567,282,3,0,3,76,1,932,570,283,3,4,4,79,1,944,162,283,3,4,4,73,1,530,11,47,3,0,3,28,1,93,4,15,0,0,3,18,1,41,10,24,1,1,3,22,1,62,487,56,0,4,0,3,0,550,508,248,3,0,4,67,1,831,328,217,3,0,4,62,1,615,493,248,3,0,4,67,1,816,484,32,0,1,3,8,1,6,529,508,248,3,4,4,67,1,835,1522,1414,14,13,16,455,3,3437,1321,1595,56,31,55,854,12,3924,381,470,9,31,12,232,6,1141,940,1125,47,0,43,622,6,8932,12495,139,265,18,4980,15,26844,166,3854,91,118,479,382,20,20,2,0,2,11,0,10,12,0,0,1,5,0,36,62,1,0,2,23,0,17,12,1,0,0,3,0,17,12,0,0,1,10,0,6,3,0,1,0,0,0,49,53,0,0,1,36,0,12,10,0,0,0,8,0,889,311,1838,568,158,93,466,191
119,JAMMU & KASHMIR,GANDERBAL,1,4,148,32,297003,15.76,50549.91,36.3,869,0.04,20.53,59.99,47.62,70.74,259,35672,22717,373,216,3,4,2,66,14,0,678,341,168,1,4,2,26,14,0,556,32,48,2,0,0,40,0,0,122,0,0,0,0,0,0,0,0,0,322,155,1,4,2,22,14,0,520,341,168,1,4,2,26,14,0,556,32,43,0,0,0,29,0,0,104,369,216,3,1,2,63,13,0,667,371,215,3,4,1,65,14,0,673,9719,16195,823,228,360,10646,615,0,38586,7457,11039,27,228,360,1885,615,0,21611,2262,5156,796,0,0,8761,0,0,16975,0,0,0,0,0,0,0,0,0,7240,10337,27,228,360,1710,615,0,20517,2262,4794,0,0,0,6396,0,0,13452,780,1235,24,28,32,384,206,0,2689,220,463,38,0,0,622,0,0,1343,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,41,26,0,0,0,0,0,0,26,333,202,3,4,2,65,14,623,80,105,2,1,2,54,11,255,124,115,3,4,2,56,7,311,242,200,3,4,1,64,14,528,365,216,3,1,2,63,13,663,326,209,3,4,2,66,14,624,51,61,3,1,2,60,14,192,16,62,3,2,2,46,7,138,40,41,0,0,0,13,3,97,68,55,0,0,0,17,4,144,285,39,0,3,0,6,0,333,341,168,1,4,0,26,14,554,188,155,1,3,0,24,12,383,300,167,1,4,0,25,14,511,334,82,1,3,0,8,8,13,436,341,168,1,4,1,26,14,555,1170,1468,44,21,21,785,90,3599,1000,1698,62,28,32,1006,206,4032,317,565,23,26,4,410,73,1418,683,1133,39,2,28,596,133,4811,7972,362,210,59,4834,332,18580,580,11256,165,209,766,577,6,6,0,0,2,3,3,1,7,0,0,0,7,4,78,103,1,0,1,36,18,14,27,0,1,0,7,4,319,385,1,0,4,67,43,107,101,0,5,0,18,13,54,76,0,0,0,10,0,11,15,0,0,0,0,0,809,473,1654,769,81,45,194,72
120,JAMMU & KASHMIR,KULGAM,1,6,285,48,422786,18.77,70309.31,7.3,951,0.01,6.25,60.35,49.74,70.58,410,48612,28135,432,460,2,5,1,70,23,0,993,375,354,0,5,1,26,23,0,784,57,106,2,0,0,44,0,0,209,0,0,0,0,0,0,0,0,0,352,340,0,5,1,26,23,0,747,375,354,0,5,1,26,23,0,784,50,93,1,0,0,35,0,0,179,428,455,2,2,1,69,22,0,979,428,458,2,5,1,70,22,0,986,12067,33218,172,128,0,11157,654,0,57396,9756,20737,0,128,0,2013,654,0,33288,2311,12481,172,0,0,9144,0,0,24108,0,0,0,0,0,0,0,0,0,9388,20021,0,128,0,2013,654,0,32204,1913,10833,118,0,0,7504,0,0,20368,734,2106,0,26,12,315,268,0,3461,328,1040,33,0,0,691,0,0,2092,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,1,48,71,1,0,1,0,0,0,73,312,374,2,5,1,59,19,772,67,156,1,2,1,49,6,282,79,212,1,1,0,46,13,352,428,458,2,5,1,70,22,986,428,455,2,2,1,69,22,979,370,439,2,5,1,70,23,910,67,173,1,4,1,58,18,322,23,84,1,3,0,43,11,165,38,95,0,1,0,14,12,160,72,160,0,1,0,22,14,269,383,139,0,5,0,10,1,538,375,354,0,3,0,25,20,777,181,296,0,3,0,24,16,520,274,332,0,3,0,25,19,653,374,193,0,5,1,10,22,25,605,367,352,0,5,1,25,22,772,1394,3296,27,19,0,749,91,5576,1062,3146,33,26,12,1006,268,5553,357,908,9,23,1,207,47,1552,705,2238,24,3,11,799,221,6059,16544,64,108,0,4809,330,27914,619,7233,325,588,1422,670,2,21,0,0,0,5,5,1,9,0,0,0,0,1,15,52,0,0,1,13,3,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,189,0,0,0,15,4,24,33,0,6,0,11,0,1585,530,2353,771,151,82,226,111
121,JAMMU & KASHMIR,REASI,1,6,261,52,314714,8.49,55798.79,27.06,891,12,28.08,59.42,47.55,69.93,1719,41367,24137,717,396,10,2,6,84,0,0,1215,685,350,7,2,6,73,0,0,1123,32,46,3,0,0,11,0,0,92,0,0,0,0,0,0,0,0,0,674,346,7,2,5,72,0,0,1106,685,350,7,2,6,73,0,0,1123,28,42,1,0,0,5,0,0,76,717,395,10,0,5,83,0,0,1210,717,393,10,2,6,84,0,0,1212,19692,29651,1615,94,306,9586,0,0,60944,18522,24535,867,94,306,7289,0,0,51613,1170,5116,748,0,0,2297,0,0,9331,0,0,0,0,0,0,0,0,0,18190,24073,867,94,258,7069,0,0,50551,899,4411,324,0,0,785,0,0,6419,1369,1618,91,10,89,627,0,0,3804,172,376,60,0,0,132,0,0,740,0,0,0,0,0,0,0,0,0,262,34,0,0,1,1,0,298,76,4,0,0,0,0,0,80,225,198,8,0,4,54,0,489,108,158,9,1,4,48,0,328,64,76,5,0,3,25,0,173,717,393,10,2,6,84,0,1212,717,395,10,0,5,83,0,1210,717,396,10,2,6,84,0,1215,92,144,8,1,5,48,0,298,34,65,6,0,5,22,0,132,12,24,1,0,2,15,0,54,21,31,1,0,2,19,0,74,603,112,1,2,1,1,0,720,685,350,6,2,5,73,0,1121,546,331,6,2,5,72,0,962,665,343,6,2,5,73,0,1094,665,118,2,2,3,8,0,8,798,685,350,7,2,6,73,0,1123,1514,1681,98,5,34,484,0,3816,1541,1994,151,10,89,759,0,4544,548,848,62,10,29,296,0,1793,993,1146,89,0,60,463,0,9288,13438,713,94,126,4304,0,27963,212,4163,122,64,216,524,32,82,1,0,8,20,0,45,70,2,0,2,30,0,198,190,15,0,3,70,0,56,69,3,0,0,14,0,94,85,1,0,2,28,0,34,35,1,1,3,10,0,190,242,24,0,3,68,0,86,105,11,0,5,22,0,698,511,2204,1088,40,47,331,181
